Region,District,HF,Expected reports,Actual reports,dropout rate,DPT3,PCV 3,wastage rate
Kampala,Kampala District,Anna Medical Centre,,,,,,
North Central,Kayunga District,Anna Medical Clinic,,,,,,
Kampala,Kampala District,Anne Medical,1,0,,,,
North Central,Mukono District,Anne Medical Centre,1,1,,,,
Kampala,Kampala District,Anne's  Domicilliary and Maternity Health Centre,,,,,,
Kampala,Kampala District,Anya Domiciliary Care Centre,1,0,,,,
Lango,Dokolo District,Anyacoto Health Centre II,1,1,35,43,43,5
Lango,Alebtong District,Anyanga Health Centre II,1,1,11,16,16,2
Lango,Lira City,Anyangatir Health Centre III,1,1,-16,52,52,-25.5
Teso,Kalaki District,Anyara Health Centre III,1,1,18,36,36,33.7
West Nile,Arua District,Anyavu Health Centre II,1,1,-8,13,13,27.1
Lango,Oyam District,Anyeke Health Centre IV,1,1,-12,94,94,0.38
West Nile,Madi-Okollo District,Anyiribu Health Centre III,1,1,,,,
West Nile,Madi-Okollo District,Anyiribu PNFP Health Centre III,1,1,52,14,14,37.7
Lango,Lira City,Anyomorem Health Centre III,1,1,,,,
West Nile,Adjumani District,Anzoa Medical Bureau Health Centre III,1,1,,,,
Busoga,Jinja City,Aoet Health Centre II,1,1,-38,29,29,-25
North Central,Mukono District,Aorta Medical Centre,1,1,,,,
Karamoja,Kotido District,Apa Lopama Health Centre II,1,1,-33,20,20,-10
Karamoja,Kotido District,Apa Lopus Health Centre II,1,1,,,,
West Nile,Adjumani District,Apaa (Itirikwa) Health Centre II,,,,,,
Acholi,Amuru District,Apaa Health Centre II,1,1,,,,
Lango,Apac District,Apac General Hospital,1,1,21,116,116,-2.5
Lango,Apac District,Apac Medical Centre,1,1,,,,
Kampala,Kampala District,Apac Medical Centre,1,0,,,,
Kampala,Kampala District,Apac Medical Centre (Mulago),,,,,,
Lango,Apac District,Apac Nursing Home,1,1,,,,
Lango,Apac District,Apac Police Health Centre II,1,1,,0,0,
Lango,Apac District,Apac Prisons Health Centre II,1,1,,,,
Lango,Alebtong District,Apala Health Centre III,1,1,55,43,43,18.3
Lango,Kole District,Apalabarowo Health Centre III,1,1,9,103,103,-2.5
Teso,Kalaki District,Apapai Health Centre III,1,1,-4,53,53,24.2
Teso,Serere District,Apapai Health Centre IV,1,1,2,79,79,62.5
Acholi,Nwoya District,Aparanga Health Centre II,1,1,55,14,13,-10
Karamoja,Napak District,Apeitolim Health Centre II,1,1,41,48,48,-52.5
Teso,Kaberamaido District,Aperikira Health Centre III,1,1,31,81,81,-40.5
Bukedi,Tororo District,Apetai Health Centre II,1,1,-85,24,24,12.9
South Central,Kyotera District,Apex Medical Centre,1,1,,,,
Lango,Kwania District,Apire Health Centre III,1,1,-44,49,49,18.6
West Nile,Yumbe District,Apo Health Centre III,1,1,51,49,49,17.9
Bunyoro,Kiryandongo District,Apodorwa Health Centre II,1,1,-9,48,48,45.6
Lango,Apac District,Apoi Health Centre III,1,1,-18,20,20,-293.3
Kampala,Kampala District,Apollo Memorial Medical centre,1,1,,,,
Teso,Bukedea District,Apopong (Bukedea) Health Centre II,1,1,-300,4,4,73.3
Bukedi,Pallisa District,Apopong Health Centre III,1,1,-6,51,51,51.6
Kampala,Kampala District,Apostle Domiciliary Clinic,1,1,-7,15,14,-10.8
Kampala,Kampala District,Apple Clinics Smc Ltd.,1,0,,,,
Lango,Lira District,Apuce Health Centre II,1,1,15,50,50,3.1
Lango,Amolatar District,Aputi Health Centre III,1,1,18,83,83,-95.7
Lango,Kwania District,Apwori Health Centre III,1,1,5,60,60,-9.1
Acholi,Lamwo District,Apyeta Health Centre II,1,1,0,7,7,-6.7
Teso,Soroti District,Arabaka Health Centre II,1,1,13,26,26,4.7
South Central,Masaka City,Arahmah Medical Centre,1,1,-53,29,29,0
Bugisu,Bukwo District,Aralam Health Centre II,1,1,0,7,7,37.5
Teso,Soroti City,Arapai Health Centre II,1,1,6,15,15,-300
Lango,Kole District,Arapat Drugshop,,,,,,
North Central,Mityana District,Arch Bishop Kiwanuka Mayirye Health Centre III,1,1,21,11,11,30
Karamoja,Abim District,Arembwola Health Centre II,1,1,0,12,12,38
Lango,Oyam District,Ariba Health Centre III,1,1,-12,66,66,0
Kampala,Kampala District,Arif Clinic,1,0,,,,
West Nile,Adjumani District,Arinyapi Health Centre III,1,1,6,15,15,21.2
West Nile,Terego District,Aripea Health Centre III,1,1,-73,38,38,-1780
South Central,Wakiso District,Arisonah Medical Clinic,,,,,,
West Nile,Yumbe District,Ariwa Health Centre III,1,1,2,45,45,37.7
North Central,Mukono District,ARJ Medical Centre,1,1,,,,
South Central,Wakiso District,Ark Medical Centre,1,1,,,,
Kampala,Kampala District,Ark Medical Clinic,1,1,,,,
South Central,Wakiso District,Ark Specialist Hospital,1,1,-3,30,30,
South Central,Masaka City,Armoured Brigade Health Centre III,1,1,-67,10,10,-26.7
Karamoja,Moroto District,Army Barracks Health Centre III,1,1,-300,4,4,0
Lango,Apac District,Arocha Drugshop,,,,,,
Lango,Apac District,Arocha Prisons Clinic,,,,,,
West Nile,Arua City,Aroi Health Centre III,1,1,12,46,45,33.6
Lango,Lira District,Aromo Clinic and Maternity Home Clinic,,,,,,
Lango,Lira District,Aromo Health Centre III,1,1,17,128,128,-16.5
West Nile,Moyo District,Arra (Moyo) Health Centre II,1,1,50,5,5,76.6
West Nile,Adjumani District,Arra Health Centre II,1,1,-167,8,8,11.1
South Central,Lyantonde District,Arron Drug Shop,,,,,,
Bugisu,Kapchorwa District,Arrow Clinic,1,1,,,,
West Nile,Arua City,Arua Imaging and Medical Centre,,,,,,
West Nile,Arua City,Arua Main Prisons Health Centre III,1,1,,,,100
West Nile,Arua City,Arua Medical and Maternity Centre,,,,,,
West Nile,Arua City,Arua Medical and Radiology Centre,,,,,,
West Nile,Arua City,Arua Military Health Centre II,1,1,,,,
West Nile,Arua City,Arua Police Health Centre III,1,1,38,18,18,6.3
West Nile,Arua City,Arua Radiology Health Centre II,1,1,,,,
West Nile,Arua City,Arua Regional Blood Bank,,,,,,
West Nile,Arua City,Arua Regional Referral Hospital,1,1,0,212,212,
West Nile,Arua City,Arua Women Prisons Health Centre II,1,1,,,,
Teso,Amuria District,Arute Health Centre II,1,1,11,34,34,13.6
Lango,Amolatar District,Arwotcek Health Centre II,1,1,25,63,63,-62.1
Kampala,Kampala District,Asaasira Medical Centre,,,,,,
Kampala,Kampala District,Asaba Domicilliary Clinic,1,0,,,,
Teso,Amuria District,Asamuk Health Centre III,1,1,-20,65,65,32.7
Kampala,Kampala District,Asante Medical Centre,,,,,,
Kampala,Kampala District,ASG Eye Hospital,1,1,,,,
Kampala,Kampala District,Ashas Clinic,,,,,,
Kampala,Kampala District,Ashock Health Care,1,0,,,,
Teso,Ngora District,Asianut Medical Centre,1,1,,,,
Kampala,Kampala District,Asiel Medical Clinic,1,0,,,,
South Central,Wakiso District,Asiika Health Clinic,,,,,,
South Central,Lwengo District,Asiika Obulamu Medical Health Centre II,,,,,,
Ankole,Kazo District,Assist Medical Centre,1,1,,,,
Kampala,Kampala District,Astra Care Clinic,,,,,,
Kampala,Kampala District,Astro Dental Services,,,,,,
Teso,Katakwi District,Astu Health Centre IV,1,1,,,,
Teso,Soroti District,Asuret Health Centre III,1,1,9,88,88,-32.3
Acholi,Pader District,Aswa Ranch Health Centre II,1,1,,,,
Lango,Dokolo District,Atabu Health Centre II,1,1,-44,23,23,19.4
Acholi,Pader District,Atanga Health Centre III,1,1,0,20,20,-8.3
Bukedi,Tororo District,Atangi Health Centre III,1,1,-41,48,47,15.6
Lango,Otuke District,Atangwata Health Centre III,1,1,46,20,20,-40
Lango,Apac District,Atar Health Centre II,1,1,-13,52,52,8
Bugisu,Kween District,Atar Health Centre III,1,1,0,19,19,-170
Bugisu,Bulambuli District,Atari Health Centre II,1,1,-144,22,22,31.7
Acholi,Amuru District,Atiak Health Centre IV,1,1,10,84,84,56
Teso,Serere District,Atiira Health Centre III,1,1,27,57,57,-43.1
Teso,Serere District,Atiira Medical Centre,,,,,,
Lango,Otuke District,Ating Health Centre III,1,1,9,21,21,-46
Lango,Oyam District,Atipe Health Centre III,1,1,-12,64,64,-14.7
South Central,Wakiso District,Atom Medical Health Centre II,,,,,,
Teso,Ngora District,Atoot Health Centre II,1,1,-25,30,30,
Karamoja,Abim District,Atunga Health Centre II,1,1,0,23,23,-3300
Lango,Oyam District,Atura Health Centre III,1,1,17,35,35,55.6
Teso,Kumi District,Atutur General Hospital,1,1,7,115,115,4.9
West Nile,Zombo District,Atyak Health Centre III,1,1,-26,44,44,11.2
West Nile,Zombo District,Atyenda Health Centre II,1,1,-83,66,66,6.9
West Nile,Zombo District,Atyenda Medical Centre,1,1,,,,
Teso,Soroti District,Aukot Health Centre II,1,1,-55,59,59,-6.9
South Central,Wakiso District,Aurelia Health Centre II,1,1,,,,
Kampala,Kampala District,Ave Maria Doctor'S Clinic,1,0,,,,
Lango,Oyam District,Ave Maria Drugshop,,,,,,
Kampala,Kampala District,Avelop Medical Centre,1,0,,,,
South Central,Wakiso District,Avemara Health Care,,,,,,
South Central,Kyotera District,Aventis Drug Shop,,,,,,
Lango,Lira City,Avento Specialist Medical Centre,1,1,,,,
South Central,Wakiso District,Aviation Police Health Centre II,1,1,,,,
Bunyoro,Buliisa District,Avogera Health Centre III,1,1,-25,65,65,
Karamoja,Abim District,Awach Health Centre II,1,1,0,63,64,-54.2
Acholi,Gulu District,Awach Health Centre IV,1,1,36,43,43,
Teso,Soroti District,Awaliwal Health Centre II,1,1,-77,46,46,-18.6
North Central,Luwero District,Awebwa Matenity Centre,1,1,69,5,7,0
Lango,Alebtong District,Awei Health Centre III,1,1,-8,80,80,-62.9
Lango,Kwania District,Aweiwot Drugshop,,,,,,
Lango,Dokolo District,Awelo Health Centre III,1,1,14,60,60,11.2
Acholi,Amuru District,Awer Health Centre II,1,1,13,27,27,-2.7
Acholi,Pader District,Awere Health Centre III,1,1,43,28,28,15.4
Acholi,Lamwo District,Awich Health Centre III,1,1,0,2,2,
Lango,Apac District,Awila Medicare Clinic,,,,,,
Lango,Dokolo District,Awiri Health Centre II,1,1,-16,29,29,29.2
Lango,Amolatar District,Awonangiro Health Centre III,1,1,40,56,56,-37.5
Kampala,Kampala District,Awonya Community Medical Centre,1,1,-100,8,8,10
Acholi,Omoro District,Awoo Health Centre III,1,1,15,11,11,-533.3
West Nile,Moyo District,Aya Health Centre III,1,1,-600,7,7,0
Lango,Apac District,Ayago Health Centre II,1,1,0,48,48,
Lango,Lira City,Ayago Health Centre III,1,1,22,35,35,-19
West Nile,Zombo District,Ayaka Health Centre II,1,1,47,8,8,12.5
Lango,Kole District,Ayara Health Centre II,1,1,0,65,65,-24.3
West Nile,Arua District,Ayayia Health Centre II,1,1,100,0,0,88
Kampala,Kampala District,Ayebare Care Clinic,1,0,,,,
Busoga,Bugiri District,Ayeeta Medical Centre,1,1,,,,
Lango,Kole District,Ayer Health Centre III,1,1,2,59,59,-4.4
West Nile,Adjumani District,Ayilo 2 Health Centre II,1,1,22,7,7,64.6
West Nile,Adjumani District,Ayilo I Health Centre III,1,1,-43,30,30,71.2
West Nile,Koboko District,Ayipe Health Centre III,1,1,23,63,63,-4.5
Lango,Lira City,Ayira Health Services,1,1,,,,
West Nile,Adjumani District,Ayiri Health Centre III,1,1,21,15,15,79.5
West Nile,Yumbe District,Ayivu Health Centre III,1,1,13,20,20,28.8
West Nile,Arua City,Ayivuni Health Centre III,1,1,27,33,33,-51.3
Acholi,Gulu City,Aywee Health Centre III,1,1,62,10,11,27.1
Bunyoro,Hoima City,Azur Health Centre IV,1,0,-18,137,137,-5
Kampala,Kampala District,Azura Medicare,1,0,,,,
Kampala,Kampala District,B L Clinic,,,,,,
Ankole,Mitooma District,B&S Medical and Diagnostic Health Centre II,1,1,,,,
Lango,Oyam District,B.B Medical Drugshop,,,,,,
Kampala,Kampala District,B.J Medical Clinic,,,,,,
Kampala,Kampala District,B.O.N Dental Clinic,,,,,,
South Central,Wakiso District,B.R.M Clinic,,,,,,
Busoga,Mayuge District,Bacathy Clinic,1,1,-20,12,12,
Bunyoro,Hoima City,Bacayaya Health Centre II,1,1,-14,16,16,-4.8
Busoga,Mayuge District,Bachi Medical Clinic,1,1,-67,5,5,0
Kampala,Kampala District,Back Pain Health Centre,,,,,,
South Central,Wakiso District,Bade Medical International Health Centre II,1,1,0,2,2,
Ankole,Rubirizi District,Bahamagara Health Centre II,1,1,,,,
Kampala,Kampala District,Bai Heath & Medical International Centre Hospital,1,1,,,,
Busoga,Mayuge District,Bainho General Medical Care,,,,,,
Busoga,Mayuge District,Baitambogwe Health Centre III,1,1,33,33,33,51.5
Kampala,Kampala District,Bajja-Basaaga Clinic,,,,,,
Kampala,Kampala District,Bajjabasaga Domiciliary Health Centre II,1,1,0,17,17,0
Kampala,Kampala District,Bakamai Medical Centre,1,1,-14,16,16,-25
South Central,Lwengo District,Bakhita Health Centre II,1,1,-21,35,35,32.9
North Central,Kayunga District,Bakule Clinic,1,1,,,,
Kampala,Kampala District,Bakuli Medical Centre,1,0,,,,
Lango,Kole District,Bala Health Centre III,1,1,4,163,163,0
Lango,Kole District,Bala Medical Centre,1,1,,,,
Busoga,Kamuli District,Balawoli Health Centre III,1,1,56,12,12,0
Kampala,Kampala District,Balimwezo Clinic,,,,,,
Kampala,Kampala District,Bambi Medical Consultants,,,,,,
South Central,Sembabule District,Bamu Hospital,1,1,33,2,2,110
North Central,Luwero District,Bamugolodde Health Centre II,1,1,-9,12,12,45.3
North Central,Nakasongola District,Bamugolodde Health Centre III,1,1,10,19,19,172.2
North Central,Luwero District,Bamunanika Health Centre III,1,1,52,23,20,
North Central,Luwero District,Bamunanika Prisons Health Centre II,1,1,,,,
West Nile,Koboko District,Bamure Health Centre II,1,1,4,52,52,0
North Central,Kiboga District,Bamusuuta Health Centre II,1,1,-62,13,20,4.7
Tooro,Kamwenge District,Bamwe Clinic,1,1,,,,
North Central,Kyankwanzi District,Bananywa Health Centre II,1,1,27,35,35,18.1
Kampala,Kampala District,Banda Community Health Centre,1,1,33,8,8,70.7
Kampala,Kampala District,Banda Dental Clinic,,,,,,
North Central,Kyankwanzi District,Banda Health Centre II,1,1,14,6,6,10
Busoga,Namayingo District,Banda Health Centre III,1,1,-59,65,65,31.3
Kampala,Kampala District,Banda Life Care Clinic,,,,,,
West Nile,Yumbe District,Bangatuti Health Centre III,1,1,43,13,13,
North Central,Kassanda District,Bangi Maternity Home,1,1,8,57,57,
South Central,Wakiso District,Bangi Medical Health Centre III,1,1,,,,
Kampala,Kampala District,Bank of Uganda Clinic,1,1,,,,
West Nile,Yumbe District,Barakala Health Centre III,1,1,3,120,120,5.9
Lango,Lira City,Barapwo Health Centre III,1,1,50,12,12,28.8
South Central,Wakiso District,Barbrah's  Clinic,,,,,,
Acholi,Gulu City,Bardege Health Centre III,1,1,65,7,7,18.9
Busoga,Mayuge District,Bardf Clinic,1,1,,,,
Lango,Dokolo District,Bardyang Health Centre II,1,1,19,25,25,11.6
Lango,Otuke District,Barjobi Health Centre III,1,1,-3,32,32,15.7
Lango,Otuke District,Barocok Health Centre II,1,1,60,6,6,156.7
Lango,Lira District,Barr Health Centre III,1,1,20,35,35,27.2
Kampala,Kampala District,Basic Medical Centre,,,,,,
Kampala,Kampala District,Basiima Health Care,,,,,,
Kampala,Kampala District,Basil's  Dental Clinic,,,,,,
North Central,Kayunga District,Basimamental Clinic Centre,,,,,,
North Central,Kayunga District,Bask Medical Clinic,,,,,,
South Central,Mpigi District,Basoga Medical Centre,1,1,14,6,3,
Lango,Dokolo District,Bata Health Centre III,1,1,-47,47,47,28.4
Lango,Dokolo District,Bata Medical Centre,1,1,,,,
Kampala,Kampala District,Batch Medical Centre,1,1,100,,,-2300
North Central,Kiboga District,Bateefu Clinic,1,1,,,,
North Central,Buvuma District,Bathesida Health Centre II,1,1,,,,
North Central,Nakasongola District,Batuusa Health Centre II,1,1,43,4,4,166.7
Kampala,Kampala District,Baylor Medical Centre,1,0,,,,
Kampala,Kampala District,Bazadde Clinic,1,0,,,,
Kampala,Kampala District,Bazilima Clinic,,,,,,
North Central,Kayunga District,Bbaale Health Centre IV,1,1,1,121,121,11.5
South Central,Kyotera District,Bbaka Health Centre II,1,1,-33,20,20,0
South Central,Kalungu District,Bbala Health Centre III,1,1,73,4,4,47.7
South Central,Rakai District,Bbale-Ggunda Health Centre II,1,1,-36,19,19,8.8
North Central,Mityana District,Bbanda Health Centre II,1,1,15,11,11,2.3
North Central,Kassanda District,Bbira Health Centre II,1,1,30,16,16,51.7
South Central,Wakiso District,Bbira Ngo Health Centre II,1,1,,,,
North Central,Kiboga District,Bbosa Medical Centre,1,1,-14,16,16,5.6
South Central,Wakiso District,Be-Alive Health Services Health Centre II,,,,,,
Teso,Soroti City,Beacon Medical Centre,1,1,,,,
Kampala,Kampala District,Beatrice Medical Services,,,,,,
Bugisu,Bududa District,Beatrice Tierney Health Centre II,1,1,14,18,18,83.9
Bugisu,Namisindwa District,Beatrice Tinniery Matuwa Health Centre II,1,1,,,,
Kampala,Kampala District,Beca's Clinic,1,1,,,,
Lango,Lira City,Beem Medical Centre,1,1,,,,
Kampala,Kampala District,Beersheba Clinic,1,0,,,,
Kampala,Kampala District,Beijing Clinic,,,,,,
Kampala,Kampala District,Beila Health Care,1,1,,,,
South Central,Wakiso District,Beka Clinic,1,1,,,,
West Nile,Obongi District,Belameling Health Centre II,1,1,100,,2,99.3
West Nile,Obongi District,Belle Health Centre III,1,1,-200,3,3,
Kampala,Kampala District,Bendo Clinic,1,1,,,,
Kampala,Kampala District,Benedict Health Centre,1,1,-87,28,28,11.6
Bukedi,Tororo District,Benedictine Eye Hospital,1,1,0,5,5,6.7
Bugisu,Kween District,Benet Health Centre III,1,1,-19,31,31,-5
South Central,Wakiso District,Bengret Medical Health Centre III,,,,,,
Kampala,Kampala District,Benias Medical Centre,1,0,,,,
Kampala,Kampala District,Benlomba Amotive Clinic,1,0,,,,
South Central,Wakiso District,Bensa Clinic,1,1,,,,
Bukedi,Pallisa District,Beph Shalom Medical Centre,,,,,,
Bukedi,Busia District,Besesuda Medical Centre,1,1,,,,
Kampala,Kampala District,"Besesuda,Ear,Nose and Throat Surgeon",,,,,,
West Nile,Moyo District,Besia Health Centre III,1,1,0,8,8,
South Central,Wakiso District,Bess Clinic,,,,,,
South Central,Lyantonde District,Best Drug Shop,,,,,,
South Central,Wakiso District,Besusebba Health Centre II,1,1,,,,
Kampala,Kampala District,Beta Clinic,1,0,,,,
Bunyoro,Kakumiro District,Betania-Kasenyi Health Centre II,1,1,0,5,5,30
Kampala,Kampala District,Bethany Childrens Clinic,1,1,12,43,42,10
North Central,Mukono District,Bethany Community Health Clinic,1,1,,,,
Busoga,Iganga District,Bethany Health Centre II,1,1,38,16,16,
Kampala,Kampala District,Bethany Womens and Family,1,1,,,,
South Central,Wakiso District,Bethel Day Care Clinic,1,1,57,6,6,-160
Lango,Oyam District,Bethel Medical Centre,1,0,,,,
South Central,Wakiso District,Bethel Medical Clinic,,,,,,
Tooro,Kasese District,Bethel Medical Clinic,1,1,,,,
Kampala,Kampala District,Bethel Medical Consult Clinic,1,0,,,,
South Central,Kyotera District,Bethelem Community Maternity Home,,,,,,
Kampala,Kampala District,Bethelem Medical Clinic,,,,,,
Kampala,Kampala District,Bethesda (Kawempe) Hospital,,,,,,
Teso,Soroti City,Bethesda (Soroti) Hospital,1,1,-23,16,16,-2.1
Kampala,Kampala District,Bethesda Medical Centre,1,1,,,,
South Central,Kyotera District,Bethlehem Health Centre II,1,1,-23,16,16,-21.6
Kampala,Kampala District,Bethsaida Medical Clinic,1,0,,,,
Kampala,Kampala District,Bethsaida Medical Clinic,1,0,,,,
South Central,Wakiso District,Better Care Clinic,1,1,,,,
Kampala,Kampala District,Better Life Clinic,,,,,,
Ankole,Ibanda District,Better Living Domicilliary Clinic,,,,,,
Ankole,Buhweju District,Beverly Health Centre II,1,1,,,,
South Central,Wakiso District,Bf Family Medical Clinic,,,,,,
Kampala,Kampala District,Bfk Care Clinic,,,,,,
Kampala,Kampala District,Bhandari Dental Care,1,0,,,,
Lango,Apac District,Biashara Health Centre II,1,1,12,61,61,22.5
Acholi,Amuru District,Bibia Health Centre III,1,1,-29,27,27,73.5
North Central,Luwero District,Bic-Shanti Uganda Health Centre II,1,1,0,18,18,0
North Central,Nakaseke District,Bidabuja Health Centre III,1,1,,,,
West Nile,Yumbe District,Bidi Bidi Prisons Health Centre II,1,1,,,,
West Nile,Yumbe District,Bidibidi Health Centre III,1,1,-40,35,35,64
Kigezi,Rukungiri District,Bigaaga Health Centre II,,,,,,
South Central,Bukomansimbi District,Bigasa Health Centre III,1,1,-3,75,75,
