Region,District,HF,Expected reports,Actual reports,dropout rate,DPT3,PCV 3,wastage rate
Ankole,Sheema District,Ankore Coffee Producers Medical Health Centre II,3,3,,0,0,
Kampala,Kampala District,Ann Medical Centre,,,,,,
South Central,Wakiso District,Anna Grace Medical Health Centre II,3,0,,,,
Kampala,Kampala District,Anna Medical Centre,,,,,,
North Central,Kayunga District,Anna Medical Clinic,,,,,,
Kampala,Kampala District,Anne Medical,3,0,,,,
North Central,Mukono District,Anne Medical Centre,3,2,,,,
Kampala,Kampala District,Anne's  Domicilliary and Maternity Health Centre,,,,,,
Kampala,Kampala District,Anya Domiciliary Care Centre,3,0,,,,
Lango,Dokolo District,Anyacoto Health Centre II,3,3,-2,132,132,2.7
Lango,Alebtong District,Anyanga Health Centre II,3,2,8,12,12,-23.3
Lango,Lira City,Anyangatir Health Centre III,3,3,16,130,130,9.1
Teso,Kalaki District,Anyara Health Centre III,3,3,26,90,90,76.4
West Nile,Arua District,Anyavu Health Centre II,3,3,-29,58,58,19.9
Lango,Oyam District,Anyeke Health Centre IV,3,2,4,197,197,0
West Nile,Madi-Okollo District,Anyiribu Health Centre III,3,2,,,,
West Nile,Madi-Okollo District,Anyiribu PNFP Health Centre III,3,2,49,22,22,-125
Lango,Lira City,Anyomorem Health Centre III,3,2,,,,
West Nile,Adjumani District,Anzoa Medical Bureau Health Centre III,3,2,,,,
Busoga,Jinja City,Aoet Health Centre II,3,2,-9,60,59,0
North Central,Mukono District,Aorta Medical Centre,3,3,,,,
Karamoja,Kotido District,Apa Lopama Health Centre II,3,2,12,51,51,15.9
Karamoja,Kotido District,Apa Lopus Health Centre II,3,2,25,3,3,-20
West Nile,Adjumani District,Apaa (Itirikwa) Health Centre II,,,,,,
Acholi,Amuru District,Apaa Health Centre II,3,3,,,,
Lango,Apac District,Apac General Hospital,3,3,3,346,306,-12.7
Lango,Apac District,Apac Medical Centre,3,2,,0,0,
Kampala,Kampala District,Apac Medical Centre,3,2,,,,
Kampala,Kampala District,Apac Medical Centre (Mulago),,,,,,
Lango,Apac District,Apac Nursing Home,3,2,,0,0,
Lango,Apac District,Apac Police Health Centre II,3,2,,0,0,
Lango,Apac District,Apac Prisons Health Centre II,3,2,,0,0,
Lango,Alebtong District,Apala Health Centre III,3,3,27,178,178,14.5
Lango,Kole District,Apalabarowo Health Centre III,3,3,13,345,345,-54.9
Teso,Kalaki District,Apapai Health Centre III,3,3,-8,185,185,4.6
Teso,Serere District,Apapai Health Centre IV,3,3,15,240,240,36
Acholi,Nwoya District,Aparanga Health Centre II,3,3,21,53,52,-9
Karamoja,Napak District,Apeitolim Health Centre II,3,3,13,207,207,192.7
Teso,Kaberamaido District,Aperikira Health Centre III,3,2,0,165,165,30.8
Bukedi,Tororo District,Apetai Health Centre II,3,2,22,35,37,-14.8
South Central,Kyotera District,Apex Medical Centre,3,2,-10,22,22,
Lango,Kwania District,Apire Health Centre III,3,3,-9,100,100,3.5
West Nile,Yumbe District,Apo Health Centre III,3,2,-9,291,291,44.4
Bunyoro,Kiryandongo District,Apodorwa Health Centre II,3,3,20,125,107,21.2
Lango,Apac District,Apoi Health Centre III,3,2,41,46,46,-158.6
Kampala,Kampala District,Apollo Memorial Medical centre,3,3,,,,
Teso,Bukedea District,Apopong (Bukedea) Health Centre II,3,2,0,1,,
Bukedi,Pallisa District,Apopong Health Centre III,3,3,7,147,147,11.6
Kampala,Kampala District,Apostle Domiciliary Clinic,3,3,2,51,50,-2.7
Kampala,Kampala District,Apple Clinics Smc Ltd.,3,0,,,,
Lango,Lira District,Apuce Health Centre II,3,2,24,75,91,26.9
Lango,Amolatar District,Aputi Health Centre III,3,2,39,170,170,-78.9
Lango,Kwania District,Apwori Health Centre III,3,3,20,122,122,-78.2
Acholi,Lamwo District,Apyeta Health Centre II,3,1,0,5,5,0
Teso,Soroti District,Arabaka Health Centre II,3,2,-16,102,102,-3
South Central,Masaka City,Arahmah Medical Centre,3,3,9,62,62,43.8
Bugisu,Bukwo District,Aralam Health Centre II,3,2,63,6,6,61.1
Teso,Soroti City,Arapai Health Centre II,3,2,2,50,50,-146.8
Lango,Kole District,Arapat Drugshop,,,,,,
North Central,Mityana District,Arch Bishop Kiwanuka Mayirye Health Centre III,3,2,28,21,25,-10
Karamoja,Abim District,Arembwola Health Centre II,3,2,6,33,33,-5.6
Lango,Oyam District,Ariba Health Centre III,3,3,22,93,93,7.4
Kampala,Kampala District,Arif Clinic,3,0,,,,
West Nile,Adjumani District,Arinyapi Health Centre III,3,2,-13,26,26,11.9
West Nile,Terego District,Aripea Health Centre III,3,3,16,76,84,-114.8
South Central,Wakiso District,Arisonah Medical Clinic,,,,,,
West Nile,Yumbe District,Ariwa Health Centre III,3,2,5,93,93,25.1
North Central,Mukono District,ARJ Medical Centre,3,2,,,,
South Central,Wakiso District,Ark Medical Centre,3,2,,,,
Kampala,Kampala District,Ark Medical Clinic,3,3,,,,
South Central,Wakiso District,Ark Specialist Hospital,3,2,-35,66,66,
South Central,Masaka City,Armoured Brigade Health Centre III,3,3,0,23,23,-6.5
Karamoja,Moroto District,Army Barracks Health Centre III,3,2,40,6,6,50
Lango,Apac District,Arocha Drugshop,,,,,,
Lango,Apac District,Arocha Prisons Clinic,,,,,,
West Nile,Arua City,Aroi Health Centre III,3,2,-69,203,196,-1.9
Lango,Lira District,Aromo Clinic and Maternity Home Clinic,,,,,,
Lango,Lira District,Aromo Health Centre III,3,2,-6,143,143,0.47
West Nile,Moyo District,Arra (Moyo) Health Centre II,3,2,10,9,9,69.2
West Nile,Adjumani District,Arra Health Centre II,3,3,-25,20,20,9.5
South Central,Lyantonde District,Arron Drug Shop,,,,,,
Bugisu,Kapchorwa District,Arrow Clinic,3,3,,,,
West Nile,Arua City,Arua Imaging and Medical Centre,,,,,,
West Nile,Arua City,Arua Main Prisons Health Centre III,3,3,,,,66.7
West Nile,Arua City,Arua Medical and Maternity Centre,,,,,,
West Nile,Arua City,Arua Medical and Radiology Centre,,,,,,
West Nile,Arua City,Arua Military Health Centre II,3,2,,,,
West Nile,Arua City,Arua Police Health Centre III,3,3,9,126,126,0.78
West Nile,Arua City,Arua Radiology Health Centre II,3,2,,,,
West Nile,Arua City,Arua Regional Blood Bank,,,,,,
West Nile,Arua City,Arua Regional Referral Hospital,3,3,31,377,366,-726.7
West Nile,Arua City,Arua Women Prisons Health Centre II,3,2,,,,
Teso,Amuria District,Arute Health Centre II,3,3,26,75,78,240.6
Lango,Amolatar District,Arwotcek Health Centre II,3,3,18,194,187,42.5
Kampala,Kampala District,Asaasira Medical Centre,,,,,,
Kampala,Kampala District,Asaba Domicilliary Clinic,3,0,,,,
Teso,Amuria District,Asamuk Health Centre III,3,3,11,110,110,48.4
Kampala,Kampala District,Asante Medical Centre,,,,,,
Kampala,Kampala District,ASG Eye Hospital,3,2,,,,
Kampala,Kampala District,Ashas Clinic,,,,,,
Kampala,Kampala District,Ashock Health Care,3,0,,,,
Teso,Ngora District,Asianut Medical Centre,3,1,,,,
Kampala,Kampala District,Asiel Medical Clinic,3,0,,,,
South Central,Wakiso District,Asiika Health Clinic,,,,,,
South Central,Lwengo District,Asiika Obulamu Medical Health Centre II,,,,,,
Ankole,Kazo District,Assist Medical Centre,3,3,,,,
Kampala,Kampala District,Astra Care Clinic,,,,,,
Kampala,Kampala District,Astro Dental Services,,,,,,
Teso,Katakwi District,Astu Health Centre IV,3,0,,,,
Teso,Soroti District,Asuret Health Centre III,3,2,24,184,184,-11.5
Acholi,Pader District,Aswa Ranch Health Centre II,3,3,29,30,30,
Lango,Dokolo District,Atabu Health Centre II,3,2,29,36,36,21.2
Acholi,Pader District,Atanga Health Centre III,3,2,44,40,40,69.5
Bukedi,Tororo District,Atangi Health Centre III,3,3,15,74,74,22.8
Lango,Otuke District,Atangwata Health Centre III,3,3,34,76,76,153
Lango,Apac District,Atar Health Centre II,3,2,29,67,59,-133.9
Bugisu,Kween District,Atar Health Centre III,3,2,-8,40,40,490
Bugisu,Bulambuli District,Atari Health Centre II,3,3,-46,89,89,22.8
Acholi,Amuru District,Atiak Health Centre IV,3,3,23,108,108,20.1
Teso,Serere District,Atiira Health Centre III,3,3,20,175,175,4.2
Teso,Serere District,Atiira Medical Centre,,,,,,
Lango,Otuke District,Ating Health Centre III,3,2,-6,83,83,-263.5
Lango,Oyam District,Atipe Health Centre III,3,3,-2,111,111,8.9
South Central,Wakiso District,Atom Medical Health Centre II,,,,,,
Teso,Ngora District,Atoot Health Centre II,3,1,41,19,19,-590
Karamoja,Abim District,Atunga Health Centre II,3,2,0,22,22,-983.3
Lango,Oyam District,Atura Health Centre III,3,3,23,65,65,-7.9
Teso,Kumi District,Atutur General Hospital,3,3,7,329,329,-527.5
West Nile,Zombo District,Atyak Health Centre III,3,3,-14,127,127,17.7
West Nile,Zombo District,Atyenda Health Centre II,3,3,-18,218,218,10
West Nile,Zombo District,Atyenda Medical Centre,3,2,,,,
Teso,Soroti District,Aukot Health Centre II,3,2,-15,129,118,7.1
South Central,Wakiso District,Aurelia Health Centre II,3,2,,,,
Kampala,Kampala District,Ave Maria Doctor'S Clinic,3,0,,,,
Lango,Oyam District,Ave Maria Drugshop,,,,,,
Kampala,Kampala District,Avelop Medical Centre,3,0,,,,
South Central,Wakiso District,Avemara Health Care,,,,,,
South Central,Kyotera District,Aventis Drug Shop,,,,,,
Lango,Lira City,Avento Specialist Medical Centre,3,2,,,,
South Central,Wakiso District,Aviation Police Health Centre II,3,2,,,,
Bunyoro,Buliisa District,Avogera Health Centre III,3,2,17,147,145,-13.7
Karamoja,Abim District,Awach Health Centre II,3,3,0,199,200,-154.8
Acholi,Gulu District,Awach Health Centre IV,3,2,13,151,151,
Teso,Soroti District,Awaliwal Health Centre II,3,2,32,38,38,-56.7
North Central,Luwero District,Awebwa Matenity Centre,3,3,42,26,25,0
Lango,Alebtong District,Awei Health Centre III,3,3,-6,249,249,-13
Lango,Kwania District,Aweiwot Drugshop,,,,,,
Lango,Dokolo District,Awelo Health Centre III,3,3,4,218,218,18.9
Acholi,Amuru District,Awer Health Centre II,3,3,-9,63,63,-83
Acholi,Pader District,Awere Health Centre III,3,2,-11,82,82,3.8
Acholi,Lamwo District,Awich Health Centre III,3,2,60,2,2,
Lango,Apac District,Awila Medicare Clinic,3,2,,,,
Lango,Dokolo District,Awiri Health Centre II,3,1,14,56,57,23.3
Lango,Amolatar District,Awonangiro Health Centre III,3,2,30,177,177,-183.2
Kampala,Kampala District,Awonya Community Medical Centre,3,3,-5,23,23,-38
Acholi,Omoro District,Awoo Health Centre III,3,2,1,75,75,2550
West Nile,Moyo District,Aya Health Centre III,3,2,27,8,8,-18.5
Lango,Apac District,Ayago Health Centre II,3,3,-13,145,145,-419.5
Lango,Lira City,Ayago Health Centre III,3,3,-6,153,153,14.4
West Nile,Zombo District,Ayaka Health Centre II,3,3,30,21,21,12.8
Lango,Kole District,Ayara Health Centre II,3,3,0,332,332,-1.8
West Nile,Arua District,Ayayia Health Centre II,3,2,34,25,25,2
Kampala,Kampala District,Ayebare Care Clinic,3,0,,,,
Busoga,Bugiri District,Ayeeta Medical Centre,3,3,100,,,25
Lango,Kole District,Ayer Health Centre III,3,3,3,144,144,-267.3
West Nile,Adjumani District,Ayilo 2 Health Centre II,3,3,10,27,27,67.6
West Nile,Adjumani District,Ayilo I Health Centre III,3,2,-17,62,62,
West Nile,Koboko District,Ayipe Health Centre III,3,2,11,154,154,-15.1
Lango,Lira City,Ayira Health Services,3,2,-71,29,29,
West Nile,Adjumani District,Ayiri Health Centre III,3,2,-47,50,50,32.8
West Nile,Yumbe District,Ayivu Health Centre III,3,2,34,37,37,24.3
West Nile,Arua City,Ayivuni Health Centre III,3,3,17,226,179,-171.1
Acholi,Gulu City,Aywee Health Centre III,3,3,20,81,81,-13.4
Bunyoro,Hoima City,Azur Health Centre IV,3,3,5,359,359,-7.6
Kampala,Kampala District,Azura Medicare,3,0,,,,
Kampala,Kampala District,B L Clinic,,,,,,
Ankole,Mitooma District,B&S Medical and Diagnostic Health Centre II,3,2,,0,0,
Lango,Oyam District,B.B Medical Drugshop,,,,,,
Kampala,Kampala District,B.J Medical Clinic,,,,,,
Kampala,Kampala District,B.O.N Dental Clinic,,,,,,
South Central,Wakiso District,B.R.M Clinic,,,,,,
Busoga,Mayuge District,Bacathy Clinic,3,2,32,30,36,-256.7
Bunyoro,Hoima City,Bacayaya Health Centre II,3,2,3,39,39,53.8
Busoga,Mayuge District,Bachi Medical Clinic,3,1,56,4,5,0
Kampala,Kampala District,Back Pain Health Centre,,,,,,
South Central,Wakiso District,Bade Medical International Health Centre II,3,2,43,4,4,
Ankole,Rubirizi District,Bahamagara Health Centre II,3,3,,,,
Kampala,Kampala District,Bai Heath & Medical International Centre Hospital,3,2,,,,
Busoga,Mayuge District,Baitambogwe Health Centre III,3,2,35,76,76,59.3
Kampala,Kampala District,Bajja-Basaaga Clinic,,,,,,
Kampala,Kampala District,Bajjabasaga Domiciliary Health Centre II,3,2,6,32,32,0
Kampala,Kampala District,Bakamai Medical Centre,3,2,0,24,20,24.4
South Central,Lwengo District,Bakhita Health Centre II,3,2,-25,40,41,27.6
North Central,Kayunga District,Bakule Clinic,3,2,,,,
Kampala,Kampala District,Bakuli Medical Centre,3,0,,,,
Lango,Kole District,Bala Health Centre III,3,3,3,363,363,-18.1
Lango,Kole District,Bala Medical Centre,3,1,,,,
Busoga,Kamuli District,Balawoli Health Centre III,3,3,34,69,66,1.2
Kampala,Kampala District,Balimwezo Clinic,,,,,,
Kampala,Kampala District,Bambi Medical Consultants,,,,,,
South Central,Sembabule District,Bamu Hospital,3,3,67,3,3,133.3
North Central,Luwero District,Bamugolodde Health Centre II,3,3,7,55,53,21.6
North Central,Nakasongola District,Bamugolodde Health Centre III,3,2,16,68,70,-1.8
North Central,Luwero District,Bamunanika Health Centre III,3,2,-35,101,90,8
North Central,Luwero District,Bamunanika Prisons Health Centre II,3,0,,,,
West Nile,Koboko District,Bamure Health Centre II,3,2,7,104,104,0.62
North Central,Kiboga District,Bamusuuta Health Centre II,3,2,35,15,15,5.9
Tooro,Kamwenge District,Bamwe Clinic,3,2,,0,0,
North Central,Kyankwanzi District,Bananywa Health Centre II,3,2,18,80,80,12.1
Kampala,Kampala District,Banda Community Health Centre,3,2,-14,32,32,0
Kampala,Kampala District,Banda Dental Clinic,,,,,,
North Central,Kyankwanzi District,Banda Health Centre II,3,2,-28,32,32,4.9
Busoga,Namayingo District,Banda Health Centre III,3,2,25,119,119,12
Kampala,Kampala District,Banda Life Care Clinic,,,,,,
West Nile,Yumbe District,Bangatuti Health Centre III,3,3,-24,61,61,
North Central,Kassanda District,Bangi Maternity Home,3,2,-15,150,150,-1157.1
South Central,Wakiso District,Bangi Medical Health Centre III,3,2,,,,
Kampala,Kampala District,Bank of Uganda Clinic,3,1,,,,
West Nile,Yumbe District,Barakala Health Centre III,3,2,1,239,239,-30.2
Lango,Lira City,Barapwo Health Centre III,3,2,3,39,39,44.8
South Central,Wakiso District,Barbrah's  Clinic,,,,,,
Acholi,Gulu City,Bardege Health Centre III,3,2,6,50,50,-27.5
Busoga,Mayuge District,Bardf Clinic,3,2,-41,31,26,-295
Lango,Dokolo District,Bardyang Health Centre II,3,2,16,47,47,3.6
Lango,Otuke District,Barjobi Health Centre III,3,3,7,99,99,-3.3
Lango,Otuke District,Barocok Health Centre II,3,3,17,24,24,
Lango,Lira District,Barr Health Centre III,3,2,17,98,98,-85
Kampala,Kampala District,Basic Medical Centre,,,,,,
Kampala,Kampala District,Basiima Health Care,,,,,,
Kampala,Kampala District,Basil's  Dental Clinic,,,,,,
North Central,Kayunga District,Basimamental Clinic Centre,,,,,,
North Central,Kayunga District,Bask Medical Clinic,,,,,,
South Central,Mpigi District,Basoga Medical Centre,3,3,0,12,9,
Lango,Dokolo District,Bata Health Centre III,3,2,14,62,62,16.3
Lango,Dokolo District,Bata Medical Centre,3,2,,,,
Kampala,Kampala District,Batch Medical Centre,3,1,,,,
North Central,Kiboga District,Bateefu Clinic,3,0,,,,
North Central,Buvuma District,Bathesida Health Centre II,3,2,,,,
North Central,Nakasongola District,Batuusa Health Centre II,3,2,-114,15,15,26.7
Kampala,Kampala District,Baylor Medical Centre,3,0,,,,
Kampala,Kampala District,Bazadde Clinic,3,2,,,,
Kampala,Kampala District,Bazilima Clinic,,,,,,
North Central,Kayunga District,Bbaale Health Centre IV,3,2,2,244,244,4
South Central,Kyotera District,Bbaka Health Centre II,3,3,-19,64,64,-7.9
South Central,Kalungu District,Bbala Health Centre III,3,2,13,14,15,20.8
South Central,Rakai District,Bbale-Ggunda Health Centre II,3,3,10,43,43,18
North Central,Mityana District,Bbanda Health Centre II,3,2,12,29,29,34.8
North Central,Kassanda District,Bbira Health Centre II,3,2,52,20,27,7.2
South Central,Wakiso District,Bbira Ngo Health Centre II,3,2,14,448,504,25.6
North Central,Kiboga District,Bbosa Medical Centre,3,3,33,10,9,0
South Central,Wakiso District,Be-Alive Health Services Health Centre II,,,,,,
Teso,Soroti City,Beacon Medical Centre,3,2,,,,
Kampala,Kampala District,Beatrice Medical Services,,,,,,
Bugisu,Bududa District,Beatrice Tierney Health Centre II,3,3,12,126,126,64.1
Bugisu,Namisindwa District,Beatrice Tinniery Matuwa Health Centre II,3,2,7,14,14,
Kampala,Kampala District,Beca's Clinic,3,2,,,,
Lango,Lira City,Beem Medical Centre,3,2,,,,
Kampala,Kampala District,Beersheba Clinic,3,0,,,,
Kampala,Kampala District,Beijing Clinic,,,,,,
Kampala,Kampala District,Beila Health Care,3,3,,,,
South Central,Wakiso District,Beka Clinic,3,2,,,,
West Nile,Obongi District,Belameling Health Centre II,3,3,0,1,3,99.2
West Nile,Obongi District,Belle Health Centre III,3,2,67,1,1,
Kampala,Kampala District,Bendo Clinic,3,2,,,,
Kampala,Kampala District,Benedict Health Centre,3,2,-95,82,82,5.8
Bukedi,Tororo District,Benedictine Eye Hospital,3,3,-25,10,10,4.2
Bugisu,Kween District,Benet Health Centre III,3,2,31,50,50,13.7
South Central,Wakiso District,Bengret Medical Health Centre III,,,,,,
Kampala,Kampala District,Benias Medical Centre,3,1,,,,
Kampala,Kampala District,Benlomba Amotive Clinic,3,1,,,,
South Central,Wakiso District,Bensa Clinic,3,0,,,,
Bukedi,Pallisa District,Beph Shalom Medical Centre,,,,,,
Bukedi,Busia District,Besesuda Medical Centre,3,2,,,,
Kampala,Kampala District,"Besesuda,Ear,Nose and Throat Surgeon",,,,,,
West Nile,Moyo District,Besia Health Centre III,3,3,-29,27,27,
South Central,Wakiso District,Bess Clinic,,,,,,
South Central,Lyantonde District,Best Drug Shop,,,,,,
South Central,Wakiso District,Besusebba Health Centre II,3,2,,,,
Kampala,Kampala District,Beta Clinic,3,0,,,,
Bunyoro,Kakumiro District,Betania-Kasenyi Health Centre II,3,2,-22,11,11,27.5
Kampala,Kampala District,Bethany Childrens Clinic,3,2,24,70,68,20.3
North Central,Mukono District,Bethany Community Health Clinic,3,3,,,,
Busoga,Iganga District,Bethany Health Centre II,3,3,-5,64,61,
Kampala,Kampala District,Bethany Womens and Family,3,2,,,,
South Central,Wakiso District,Bethel Day Care Clinic,3,1,,,,
Lango,Oyam District,Bethel Medical Centre,3,1,,,,
South Central,Wakiso District,Bethel Medical Clinic,,,,,,
Tooro,Kasese District,Bethel Medical Clinic,3,3,,,,
Kampala,Kampala District,Bethel Medical Consult Clinic,3,1,,,,
South Central,Kyotera District,Bethelem Community Maternity Home,,,,,,
Kampala,Kampala District,Bethelem Medical Clinic,,,,,,
Kampala,Kampala District,Bethesda (Kawempe) Hospital,,,,,,
Teso,Soroti City,Bethesda (Soroti) Hospital,3,2,21,33,33,0
Kampala,Kampala District,Bethesda Medical Centre,3,3,,,,
South Central,Kyotera District,Bethlehem Health Centre II,3,3,-34,43,43,-86.9
Kampala,Kampala District,Bethsaida Medical Clinic,3,1,,,,
Kampala,Kampala District,Bethsaida Medical Clinic,3,0,,,,
South Central,Wakiso District,Better Care Clinic,3,2,,,,
Kampala,Kampala District,Better Life Clinic,,,,,,
Ankole,Ibanda District,Better Living Domicilliary Clinic,,,,,,
Ankole,Buhweju District,Beverly Health Centre II,3,3,3,33,33,20.7
South Central,Wakiso District,Bf Family Medical Clinic,,,,,,
Kampala,Kampala District,Bfk Care Clinic,,,,,,
Kampala,Kampala District,Bhandari Dental Care,3,2,,,,
Lango,Apac District,Biashara Health Centre II,3,2,2,130,130,27.7
Acholi,Amuru District,Bibia Health Centre III,3,2,-22,49,49,-44.1
North Central,Nakaseke District,Bidabuja Health Centre III,3,2,0,27,27,59.5
West Nile,Yumbe District,Bidi Bidi Prisons Health Centre II,3,2,,,,
West Nile,Yumbe District,Bidibidi Health Centre III,3,3,-24,87,87,70.1
Kigezi,Rukungiri District,Bigaaga Health Centre II,,,,,,
South Central,Bukomansimbi District,Bigasa Health Centre III,3,2,10,156,156,
South Central,Bukomansimbi District,Bigasa Prisons Health Centre II,3,3,,,,
Kampala,Kampala District,Bigo Dental Clinic,,,,,,
Kampala,Kampala District,Bigo Medical & Dental Clinic Hc Ii,3,1,,,,
Tooro,Kamwenge District,Bigodi Health Centre III,3,3,-6,95,95,14.7
Ankole,Sheema District,Bigona Health Centre II,3,2,9,32,32,31.5
Tooro,Kamwenge District,Biguli Health Centre III,3,3,3,146,146,1.9
